name,rate,priority,class_type,zip_postal_code,status
IA - (ANDOVER),7,0,zip-postal-code,52732,active
IA - (CLINTON),7,0,zip-postal-code,52733,active
IA - (CLINTON),7,0,zip-postal-code,52734,active
IA - (CLINTON),7,0,zip-postal-code,52736,active
IA - (COLUMBUS CITY),7,0,zip-postal-code,52737,active
IA - (COLUMBUS JUNCTION),7,0,zip-postal-code,52738,active
IA - (CONESVILLE),7,0,zip-postal-code,52739,active
IA - (DEWITT),7,0,zip-postal-code,52742,active
IA - (DIXON),7,0,zip-postal-code,52745,active
IA - (DONAHUE),7,0,zip-postal-code,52746,active
IA - (DURANT),7,0,zip-postal-code,52747,active
IA - (ELDRIDGE),7,0,zip-postal-code,52748,active
IA - (FRUITLAND),7,0,zip-postal-code,52749,active
IA - (GOOSE LAKE),7,0,zip-postal-code,52750,active
IA - (GRAND MOUND),7,0,zip-postal-code,52751,active
IA - (GRANDVIEW),7,0,zip-postal-code,52752,active
IA - (LE CLAIRE),7,0,zip-postal-code,52753,active
IA - (LETTS),7,0,zip-postal-code,52754,active
IA - (LONE TREE),7,0,zip-postal-code,52755,active
IA - (LONG GROVE),7,0,zip-postal-code,52756,active
IA - (LOW MOOR),7,0,zip-postal-code,52757,active
IA - (MCCAUSLAND),7,0,zip-postal-code,52758,active
IA - (MUSCATINE),7,0,zip-postal-code,52759,active
IA - (WILTON),7,0,zip-postal-code,52760,active
IA - (FRUITLAND),7,0,zip-postal-code,52761,active
IA - (NEW LIBERTY),7,0,zip-postal-code,52765,active
IA - (NICHOLS),7,0,zip-postal-code,52766,active
IA - (SCOTT),7,0,zip-postal-code,52767,active
IA - (PRINCETON),7,0,zip-postal-code,52768,active
IA - (STOCKTON),7,0,zip-postal-code,52769,active
IA - (CLINTON),7,0,zip-postal-code,52771,active
IA - (TIPTON),7,0,zip-postal-code,52772,active
IA - (WALCOTT),7,0,zip-postal-code,52773,active
IA - (WELTON),7,0,zip-postal-code,52774,active
IA - (WEST LIBERTY),7,0,zip-postal-code,52776,active
IA - (WHEATLAND),7,0,zip-postal-code,52777,active
IA - (WILTON),7,0,zip-postal-code,52778,active
IA - (DAVENPORT),7,0,zip-postal-code,52801,active
IA - (BUFFALO),7,0,zip-postal-code,52802,active
IA - (BETTENDORF),7,0,zip-postal-code,52803,active
IA - (BUFFALO),7,0,zip-postal-code,52804,active
IA - (DAVENPORT),7,0,zip-postal-code,52805,active
IA - (DAVENPORT),7,0,zip-postal-code,52806,active
IA - (BETTENDORF),7,0,zip-postal-code,52807,active
IA - (DAVENPORT),7,0,zip-postal-code,52808,active
IA - (DAVENPORT),7,0,zip-postal-code,52809,active
IA - (SIOUX),7,0,zip-postal-code,57034,active
ID - (IDAHO),6,0,zip-postal-code,59847,active
ID - (BONNEVILLE),6,0,zip-postal-code,83120,active
ID - (BANNOCK),6,0,zip-postal-code,83201,active
ID - (CHUBBUCK),6,0,zip-postal-code,83202,active
ID - (BINGHAM),6,0,zip-postal-code,83203,active
ID - (POCATELLO),6,0,zip-postal-code,83204,active
ID - (POCATELLO),6,0,zip-postal-code,83205,active
ID - (POCATELLO),6,0,zip-postal-code,83206,active
ID - (POCATELLO),6,0,zip-postal-code,83209,active
ID - (BINGHAM),6,0,zip-postal-code,83210,active
ID - (AMERICAN FALLS),6,0,zip-postal-code,83211,active
ID - (ONEIDA),6,0,zip-postal-code,83212,active
ID - (BUTTE),6,0,zip-postal-code,83213,active
ID - (BANNOCK),6,0,zip-postal-code,83214,active
ID - (BINGHAM),6,0,zip-postal-code,83215,active
ID - (CARIBOU),6,0,zip-postal-code,83217,active
ID - (BINGHAM),6,0,zip-postal-code,83218,active
ID - (BEAR LAKE),6,0,zip-postal-code,83220,active
ID - (BINGHAM),6,0,zip-postal-code,83221,active
ID - (BEAR LAKE),6,0,zip-postal-code,83223,active
ID - (LEMHI),6,0,zip-postal-code,83226,active
ID - (CUSTER),6,0,zip-postal-code,83227,active
ID - (FRANKLIN),6,0,zip-postal-code,83228,active
ID - (LEMHI),6,0,zip-postal-code,83229,active
ID - (FRANKLIN),6,0,zip-postal-code,83232,active
ID - (BEAR LAKE),6,0,zip-postal-code,83233,active
ID - (BANNOCK),6,0,zip-postal-code,83234,active
ID - (LEMHI),6,0,zip-postal-code,83235,active
ID - (BINGHAM),6,0,zip-postal-code,83236,active
ID - (FRANKLIN),6,0,zip-postal-code,83237,active
ID - (BEAR LAKE),6,0,zip-postal-code,83238,active
ID - (BEAR LAKE),6,0,zip-postal-code,83239,active
ID - (CARIBOU),6,0,zip-postal-code,83241,active
ID - (ONEIDA),6,0,zip-postal-code,83243,active
ID - (BUTTE),6,0,zip-postal-code,83244,active
ID - (BANNOCK),6,0,zip-postal-code,83245,active
ID - (LAVA HOT SPRINGS),8,0,zip-postal-code,83246,active
ID - (BANNOCK),6,0,zip-postal-code,83250,active
ID - (CUSTER),6,0,zip-postal-code,83251,active
ID - (MALAD CITY),6,0,zip-postal-code,83252,active
ID - (LEMHI),6,0,zip-postal-code,83253,active
ID - (BEAR LAKE),6,0,zip-postal-code,83254,active
ID - (BUTTE),6,0,zip-postal-code,83255,active
ID - (BINGHAM),6,0,zip-postal-code,83256,active
ID - (BEAR LAKE),6,0,zip-postal-code,83261,active
ID - (BINGHAM),6,0,zip-postal-code,83262,active
ID - (FRANKLIN),6,0,zip-postal-code,83263,active
ID - (POWER),6,0,zip-postal-code,83271,active
ID - (BEAR LAKE),6,0,zip-postal-code,83272,active
ID - (BINGHAM),6,0,zip-postal-code,83274,active
ID - (BEAR LAKE),6,0,zip-postal-code,83276,active
ID - (BINGHAM),6,0,zip-postal-code,83277,active
ID - (STANLEY),8.5,0,zip-postal-code,83278,active
ID - (BANNOCK),6,0,zip-postal-code,83281,active
ID - (FRANKLIN),6,0,zip-postal-code,83283,active
ID - (BONNEVILLE),6,0,zip-postal-code,83285,active
ID - (FRANKLIN),6,0,zip-postal-code,83286,active
ID - (BEAR LAKE),6,0,zip-postal-code,83287,active
ID - (TWIN FALLS),6,0,zip-postal-code,83301,active
ID - (OWYHEE),6,0,zip-postal-code,83302,active
ID - (TWIN FALLS),6,0,zip-postal-code,83303,active
ID - (CASSIA),6,0,zip-postal-code,83311,active
ID - (CASSIA),6,0,zip-postal-code,83312,active
ID - (BLAINE),6,0,zip-postal-code,83313,active
ID - (BLISS),6,0,zip-postal-code,83314,active
ID - (BUHL),6,0,zip-postal-code,83316,active
ID - (CASSIA),6,0,zip-postal-code,83318,active
ID - (BLAINE),6,0,zip-postal-code,83320,active
ID - (CASTLEFORD),6,0,zip-postal-code,83321,active
ID - (CAMAS),6,0,zip-postal-code,83322,active
ID - (CASSIA),6,0,zip-postal-code,83323,active
ID - (DIETRICH),6,0,zip-postal-code,83324,active
ID - (EDEN),6,0,zip-postal-code,83325,active
ID - (BLAINE),6,0,zip-postal-code,83327,active
ID - (FILER),6,0,zip-postal-code,83328,active
ID - (GOODING),6,0,zip-postal-code,83330,active
ID - (GOODING),6,0,zip-postal-code,83332,active
ID - (HAILEY),6,0,zip-postal-code,83333,active
ID - (HANSEN),6,0,zip-postal-code,83334,active
ID - (HAZELTON),6,0,zip-postal-code,83335,active
ID - (HEYBURN),6,0,zip-postal-code,83336,active
ID - (CAMAS),6,0,zip-postal-code,83337,active
ID - (GOODING),6,0,zip-postal-code,83338,active
ID - (KETCHUM),8,0,zip-postal-code,83340,active
ID - (HANSEN),6,0,zip-postal-code,83341,active
ID - (ONEIDA),6,0,zip-postal-code,83342,active
ID - (MINIDOKA),6,0,zip-postal-code,83343,active
ID - (MURTAUGH),6,0,zip-postal-code,83344,active
ID - (CASSIA),6,0,zip-postal-code,83346,active
ID - (JEROME),6,0,zip-postal-code,83347,active
ID - (BLAINE),6,0,zip-postal-code,83348,active
ID - (LINCOLN),6,0,zip-postal-code,83349,active
ID - (ACEQUIA),6,0,zip-postal-code,83350,active
ID - (GOODING),6,0,zip-postal-code,83352,active
ID - (SUN VALLEY),9,0,zip-postal-code,83353,active
ID - (SUN VALLEY),9,0,zip-postal-code,83354,active
ID - (GOODING),6,0,zip-postal-code,83355,active
ID - (JEFFERSON),6,0,zip-postal-code,83401,active
ID - (IDAHO FALLS AUDITORIUM DISTRICT SP),6,0,zip-postal-code,83402,active
ID - (IDAHO FALLS AUDITORIUM DISTRICT SP),6,0,zip-postal-code,83403,active
ID - (BINGHAM),6,0,zip-postal-code,83404,active
ID - (IDAHO FALLS AUDITORIUM DISTRICT SP),6,0,zip-postal-code,83405,active
ID - (BONNEVILLE),6,0,zip-postal-code,83406,active
ID - (IDAHO FALLS AUDITORIUM DISTRICT SP),6,0,zip-postal-code,83415,active
ID - (FREMONT),6,0,zip-postal-code,83420,active
ID - (FREMONT),6,0,zip-postal-code,83421,active
ID - (DRIGGS),6.5,0,zip-postal-code,83422,active
ID - (CLARK),6,0,zip-postal-code,83423,active
ID - (TETON),6,0,zip-postal-code,83424,active
ID - (HAMER),6,0,zip-postal-code,83425,active
ID - (BONNEVILLE),6,0,zip-postal-code,83427,active
ID - (BONNEVILLE),6,0,zip-postal-code,83428,active
ID - (FREMONT),6,0,zip-postal-code,83429,active
ID - (JEFFERSON),6,0,zip-postal-code,83431,active
ID - (FREMONT),6,0,zip-postal-code,83433,active
ID - (JEFFERSON),6,0,zip-postal-code,83434,active
ID - (JEFFERSON),6,0,zip-postal-code,83435,active
ID - (MADISON),6,0,zip-postal-code,83436,active
ID - (PARKER),6,0,zip-postal-code,83438,active
ID - (MADISON),6,0,zip-postal-code,83440,active
ID - (MADISON),6,0,zip-postal-code,83441,active
ID - (JEFFERSON),6,0,zip-postal-code,83442,active
ID - (JEFFERSON),6,0,zip-postal-code,83443,active
ID - (JEFFERSON),6,0,zip-postal-code,83444,active
ID - (MADISON),6,0,zip-postal-code,83445,active
ID - (SPENCER),6,0,zip-postal-code,83446,active
ID - (MADISON),6,0,zip-postal-code,83448,active
ID - (SWAN VALLEY),7,0,zip-postal-code,83449,active
ID - (JEFFERSON),6,0,zip-postal-code,83450,active
ID - (MADISON),6,0,zip-postal-code,83451,active
ID - (TETON),6,0,zip-postal-code,83452,active
ID - (UCON),6,0,zip-postal-code,83454,active
ID - (VICTOR),7,0,zip-postal-code,83455,active
ID - (REXBURG),6,0,zip-postal-code,83460,active
ID - (LEMHI),6,0,zip-postal-code,83462,active
ID - (LEMHI),6,0,zip-postal-code,83463,active
ID - (LEADORE),6,0,zip-postal-code,83464,active
ID - (LEMHI),6,0,zip-postal-code,83465,active
ID - (LEMHI),6,0,zip-postal-code,83466,active
ID - (SALMON),6,0,zip-postal-code,83467,active
ID - (LEMHI),6,0,zip-postal-code,83468,active
ID - (LEMHI),6,0,zip-postal-code,83469,active
ID - (LEWISTON),6,0,zip-postal-code,83501,active
ID - (CLEARWATER),6,0,zip-postal-code,83520,active
ID - (COTTONWOOD),6,0,zip-postal-code,83522,active
ID - (CRAIGMONT),6,0,zip-postal-code,83523,active
ID - (CULDESAC),6,0,zip-postal-code,83524,active
ID - (IDAHO),6,0,zip-postal-code,83525,active
ID - (FERDINAND),6,0,zip-postal-code,83526,active
ID - (GRANGEVILLE),6,0,zip-postal-code,83530,active
ID - (IDAHO),6,0,zip-postal-code,83531,active
ID - (IDAHO),6,0,zip-postal-code,83533,active
ID - (JULIAETTA),6,0,zip-postal-code,83535,active
ID - (IDAHO),6,0,zip-postal-code,83536,active
ID - (JULIAETTA),6,0,zip-postal-code,83537,active
ID - (IDAHO),6,0,zip-postal-code,83539,active
ID - (LAPWAI),6,0,zip-postal-code,83540,active
ID - (NEZ PERCE),6,0,zip-postal-code,83541,active
ID - (IDAHO),6,0,zip-postal-code,83542,active
ID - (LEWIS),6,0,zip-postal-code,83543,active
ID - (CLEARWATER),6,0,zip-postal-code,83544,active
ID - (LEWIS),6,0,zip-postal-code,83545,active
ID - (CLEARWATER),6,0,zip-postal-code,83546,active
ID - (IDAHO),6,0,zip-postal-code,83547,active
ID - (LEWIS),6,0,zip-postal-code,83548,active
ID - (RIGGINS),7,0,zip-postal-code,83549,active
ID - (IDAHO),6,0,zip-postal-code,83552,active
ID - (CLEARWATER),6,0,zip-postal-code,83553,active
ID - (IDAHO),6,0,zip-postal-code,83554,active
ID - (LEWIS),6,0,zip-postal-code,83555,active
ID - (BOISE),6,0,zip-postal-code,83602,active
ID - (OWYHEE),6,0,zip-postal-code,83604,active
ID - (CANYON),6,0,zip-postal-code,83605,active
ID - (CALDWELL),6,0,zip-postal-code,83606,active
ID - (GEM),6,0,zip-postal-code,83607,active
ID - (CAMBRIDGE),6,0,zip-postal-code,83610,active
ID - (CASCADE),7,0,zip-postal-code,83611,active
ID - (WASHINGTON),6,0,zip-postal-code,83612,active
ID - (DONNELLY IN CITY SALES),7,0,zip-postal-code,83615,active
ID - (GEM),6,0,zip-postal-code,83616,active
ID - (EMMETT),6,0,zip-postal-code,83617,active
ID - (FRUITLAND),6,0,zip-postal-code,83619,active
ID - (BOISE),6,0,zip-postal-code,83622,active
ID - (ELMORE),6,0,zip-postal-code,83623,active
ID - (GRAND VIEW),6,0,zip-postal-code,83624,active
ID - (CANYON),6,0,zip-postal-code,83626,active
ID - (OWYHEE),6,0,zip-postal-code,83627,active
ID - (HOMEDALE),6,0,zip-postal-code,83628,active
ID - (GEM),6,0,zip-postal-code,83629,active
ID - (CANYON),6,0,zip-postal-code,83630,active
ID - (BOISE),6,0,zip-postal-code,83631,active
ID - (WASHINGTON),6,0,zip-postal-code,83632,active
ID - (ELMORE),6,0,zip-postal-code,83633,active
ID - (ADA),6,0,zip-postal-code,83634,active
ID - (VALLEY),6,0,zip-postal-code,83635,active
ID - (GEM),6,0,zip-postal-code,83636,active
ID - (BOISE),6,0,zip-postal-code,83637,active
ID - (MCCALL),7,0,zip-postal-code,83638,active
ID - (MARSING),6,0,zip-postal-code,83639,active
ID - (OWYHEE),6,0,zip-postal-code,83641,active
ID - (ADA),6,0,zip-postal-code,83642,active
ID - (ADAMS),6,0,zip-postal-code,83643,active
ID - (CANYON),6,0,zip-postal-code,83644,active
ID - (MIDVALE),6,0,zip-postal-code,83645,active
ID - (ADA),6,0,zip-postal-code,83646,active
ID - (OWYHEE),6,0,zip-postal-code,83647,active
ID - (ELMORE),6,0,zip-postal-code,83648,active
ID - (OWYHEE),6,0,zip-postal-code,83650,active
ID - (CANYON),6,0,zip-postal-code,83651,active
ID - (NAMPA),6,0,zip-postal-code,83652,active
ID - (NAMPA),6,0,zip-postal-code,83653,active
ID - (IDAHO),6,0,zip-postal-code,83654,active
ID - (NEW PLYMOUTH),6,0,zip-postal-code,83655,active
ID - (CANYON),6,0,zip-postal-code,83656,active
ID - (GEM),6,0,zip-postal-code,83657,active
ID - (PAYETTE),6,0,zip-postal-code,83660,active
ID - (FRUITLAND),6,0,zip-postal-code,83661,active
ID - (BOISE),6,0,zip-postal-code,83666,active
ID - (ADA),6,0,zip-postal-code,83669,active
ID - (GEM),6,0,zip-postal-code,83670,active
ID - (IDAHO),6,0,zip-postal-code,83671,active
ID - (WASHINGTON),6,0,zip-postal-code,83672,active
ID - (CANYON),6,0,zip-postal-code,83676,active
ID - (VALLEY),6,0,zip-postal-code,83677,active
ID - (MERIDIAN),6,0,zip-postal-code,83680,active
ID - (ADA),6,0,zip-postal-code,83686,active
ID - (ADA),6,0,zip-postal-code,83687,active
ID - (BOISE),6,0,zip-postal-code,83701,active
ID - (ADA),6,0,zip-postal-code,83702,active
ID - (BOISE AUDITORIUM DISTRICT SP),6,0,zip-postal-code,83703,active
ID - (BOISE),6,0,zip-postal-code,83704,active
ID - (BOISE),6,0,zip-postal-code,83705,active
ID - (BOISE),6,0,zip-postal-code,83706,active
ID - (BOISE),6,0,zip-postal-code,83707,active
ID - (BOISE),6,0,zip-postal-code,83708,active
ID - (ADA),6,0,zip-postal-code,83709,active
ID - (BOISE),6,0,zip-postal-code,83711,active
ID - (ADA),6,0,zip-postal-code,83712,active
ID - (ADA),6,0,zip-postal-code,83713,active
ID - (ADA),6,0,zip-postal-code,83714,active
ID - (BOISE),6,0,zip-postal-code,83715,active
ID - (BOISE),6,0,zip-postal-code,83716,active
ID - (BOISE),6,0,zip-postal-code,83717,active
ID - (BOISE),6,0,zip-postal-code,83719,active
ID - (BOISE),6,0,zip-postal-code,83720,active
ID - (BOISE),6,0,zip-postal-code,83722,active
ID - (BOISE),6,0,zip-postal-code,83724,active
ID - (BOISE),6,0,zip-postal-code,83725,active
ID - (BOISE),6,0,zip-postal-code,83726,active
ID - (BOISE),6,0,zip-postal-code,83728,active
ID - (BOISE),6,0,zip-postal-code,83729,active
ID - (BOISE),6,0,zip-postal-code,83732,active
ID - (BOISE),6,0,zip-postal-code,83735,active
ID - (BOISE),6,0,zip-postal-code,83756,active
ID - (BOISE),6,0,zip-postal-code,83799,active
ID - (ATHOL),6,0,zip-postal-code,83801,active
ID - (SHOSHONE),6,0,zip-postal-code,83802,active
ID - (KOOTENAI),6,0,zip-postal-code,83803,active
ID - (BONNER),6,0,zip-postal-code,83804,active
ID - (BOUNDARY),6,0,zip-postal-code,83805,active
ID - (BOVILL),6,0,zip-postal-code,83806,active
ID - (SHOSHONE),6,0,zip-postal-code,83808,active
ID - (BONNER),6,0,zip-postal-code,83809,active
ID - (KOOTENAI),6,0,zip-postal-code,83810,active
ID - (BONNER),6,0,zip-postal-code,83811,active
ID - (SHOSHONE),6,0,zip-postal-code,83812,active
ID - (BONNER),6,0,zip-postal-code,83813,active
ID - (COEUR D'ALENE),6,0,zip-postal-code,83814,active
ID - (COEUR D'ALENE),6,0,zip-postal-code,83815,active
ID - (COEUR D'ALENE),6,0,zip-postal-code,83816,active
ID - (BONNER),6,0,zip-postal-code,83821,active
ID - (BONNER),6,0,zip-postal-code,83822,active
ID - (DEARY),6,0,zip-postal-code,83823,active
ID - (LATAH),6,0,zip-postal-code,83824,active
ID - (DOVER),6,0,zip-postal-code,83825,active
ID - (BOUNDARY),6,0,zip-postal-code,83826,active
ID - (CLEARWATER),6,0,zip-postal-code,83827,active
ID - (SHOSHONE),6,0,zip-postal-code,83830,active
ID - (GENESEE),6,0,zip-postal-code,83832,active
ID - (HARRISON),6,0,zip-postal-code,83833,active
ID - (LATAH),6,0,zip-postal-code,83834,active
ID - (COEUR D'ALENE),6,0,zip-postal-code,83835,active
ID - (BONNER),6,0,zip-postal-code,83836,active
ID - (SHOSHONE),6,0,zip-postal-code,83837,active
ID - (PINEHURST),6,0,zip-postal-code,83839,active
ID - (BONNER),6,0,zip-postal-code,83840,active
ID - (BONNER),6,0,zip-postal-code,83841,active
ID - (KOOTENAI),6,0,zip-postal-code,83842,active
ID - (LATAH),6,0,zip-postal-code,83843,active
ID - (MOSCOW),6,0,zip-postal-code,83844,active
ID - (BOUNDARY),6,0,zip-postal-code,83845,active
ID - (MULLAN),6,0,zip-postal-code,83846,active
ID - (BONNER),6,0,zip-postal-code,83847,active
ID - (BONNER),6,0,zip-postal-code,83848,active
ID - (OSBURN),6,0,zip-postal-code,83849,active
ID - (PINEHURST),6,0,zip-postal-code,83850,active
ID - (KOOTENAI),6,0,zip-postal-code,83851,active
ID - (PONDERAY),7,0,zip-postal-code,83852,active
ID - (BOUNDARY),6,0,zip-postal-code,83853,active
ID - (HAUSER),6,0,zip-postal-code,83854,active
ID - (LATAH),6,0,zip-postal-code,83855,active
ID - (BONNER),6,0,zip-postal-code,83856,active
ID - (LATAH),6,0,zip-postal-code,83857,active
ID - (HAYDEN),6,0,zip-postal-code,83858,active
ID - (BONNER),6,0,zip-postal-code,83860,active
ID - (KOOTENAI),6,0,zip-postal-code,83861,active
ID - (PONDERAY),7,0,zip-postal-code,83864,active
ID - (BONNER),6,0,zip-postal-code,83865,active
ID - (BENEWAH),6,0,zip-postal-code,83866,active
ID - (SHOSHONE),6,0,zip-postal-code,83867,active
ID - (SHOSHONE),6,0,zip-postal-code,83868,active
ID - (KOOTENAI),6,0,zip-postal-code,83869,active
ID - (BENEWAH),6,0,zip-postal-code,83870,active
ID - (LATAH),6,0,zip-postal-code,83871,active
ID - (LATAH),6,0,zip-postal-code,83872,active
ID - (SHOSHONE),6,0,zip-postal-code,83873,active
ID - (SHOSHONE),6,0,zip-postal-code,83874,active
ID - (KOOTENAI),6,0,zip-postal-code,83876,active
ID - (POST FALLS),6,0,zip-postal-code,83877,active
ID - (OWYHEE),6,0,zip-postal-code,97910,active
ID - (KOOTENAI),6,0,zip-postal-code,99025,active
IL - (ANTIOCH),8,0,zip-postal-code,60002,active
IL - (ARLINGTON HEIGHTS),10,0,zip-postal-code,60004,active
IL - (ARLINGTON HEIGHTS),10,0,zip-postal-code,60005,active
IL - (ARLINGTON HEIGHTS),10,0,zip-postal-code,60006,active
IL - (CHICAGO METRO PIER AND EXPOSITION AUTHORITY DISTRICT),10.25,0,zip-postal-code,60007,active
IL - (ARLINGTON HEIGHTS),10,0,zip-postal-code,60008,active
IL - (ELK GROVE VILLAGE),10,0,zip-postal-code,60009,active
IL - (DEER PARK),10,0,zip-postal-code,60010,active
IL - (BARRINGTON),9,0,zip-postal-code,60011,active
IL - (CRYSTAL LAKE),7.75,0,zip-postal-code,60012,active
IL - (ALGONQUIN),8,0,zip-postal-code,60013,active
IL - (LAKEWOOD),8,0,zip-postal-code,60014,active
IL - (DEERFIELD),10,0,zip-postal-code,60015,active
IL - (NILES),10.25,0,zip-postal-code,60016,active
IL - (DES PLAINES),10,0,zip-postal-code,60017,active
IL - (CHICAGO METRO PIER AND EXPOSITION AUTHORITY DISTRICT),10.25,0,zip-postal-code,60018,active
IL - (DES PLAINES),10,0,zip-postal-code,60019,active
IL - (FOX LAKE CENTRAL BD SP),8,0,zip-postal-code,60020,active
IL - (FOX RIVER GROVE 1050 HWY SP),8,0,zip-postal-code,60021,active
IL - (REGIONAL TRANSPORT. AUTHORITY (RTA)),9,0,zip-postal-code,60022,active
IL - (GLENVIEW CHESTNUT-WAUKEGAN BUSINESS DISTRICT SP),10.75,0,zip-postal-code,60025,active
IL - (NORTHBROOK),10,0,zip-postal-code,60026,active
IL - (MORTON GROVE),10.25,0,zip-postal-code,60029,active
IL - (VOLO),8,0,zip-postal-code,60030,active
IL - (WAUKEGAN),8.5,0,zip-postal-code,60031,active
IL - (BOONE),7.75,0,zip-postal-code,60033,active
IL - (REGIONAL TRANSPORT. AUTHORITY (RTA)),7,0,zip-postal-code,60034,active
IL - (REGIONAL TRANSPORT. AUTHORITY (RTA)),9,0,zip-postal-code,60035,active
IL - (LAKE FOREST),8,0,zip-postal-code,60037,active
IL - (PALATINE),10,0,zip-postal-code,60038,active
IL - (CRYSTAL LAKE),7.75,0,zip-postal-code,60039,active
IL - (HIGHWOOD),8.75,0,zip-postal-code,60040,active
IL - (FOX LAKE SOUTH BD SP),8,0,zip-postal-code,60041,active
IL - (REGIONAL TRANSPORT. AUTHORITY (RTA)),7,0,zip-postal-code,60042,active
IL - (WILMETTE),10,0,zip-postal-code,60043,active
IL - (LAKE BLUFF),8,0,zip-postal-code,60044,active
IL - (HIGHLAND PARK),8,0,zip-postal-code,60045,active
IL - (LAKE VILLA DOWNTOWN BD SP),8,0,zip-postal-code,60046,active
IL - (LONG GROVE RTE 83 BD SP),9,0,zip-postal-code,60047,active
IL - (WAUKEGAN),8.5,0,zip-postal-code,60048,active
IL - (MCHENRY),7.75,0,zip-postal-code,60050,active
IL - (VOLO),8,0,zip-postal-code,60051,active
IL - (MORTON GROVE DEMPSTER WAUKEGAN BUSINESS DISTRICT),10.5,0,zip-postal-code,60053,active
IL - (PALATINE),10,0,zip-postal-code,60055,active
IL - (MOUNT PROSPECT BD SP),10.25,0,zip-postal-code,60056,active
IL - (LIBERTYVILLE),8,0,zip-postal-code,60060,active
IL - (MUNDELEIN),8,0,zip-postal-code,60061,active
IL - (NORTHFIELD),10,0,zip-postal-code,60062,active
IL - (REGIONAL TRANSPORT. AUTHORITY (RTA)),7,0,zip-postal-code,60064,active
IL - (NORTHBROOK),10,0,zip-postal-code,60065,active
IL - (CHICAGO),10.25,0,zip-postal-code,60068,active
IL - (BUFFALO GROVE),8,0,zip-postal-code,60069,active
IL - (ARLINGTON HEIGHTS),10,0,zip-postal-code,60070,active
IL - (SPRING GROVE),7.75,0,zip-postal-code,60071,active
IL - (SPRING GROVE),7.75,0,zip-postal-code,60072,active
IL - (VOLO),8,0,zip-postal-code,60073,active
IL - (DEER PARK),10,0,zip-postal-code,60074,active
IL - (REGIONAL TRANSPORT. AUTHORITY (RTA)),7,0,zip-postal-code,60075,active
IL - (CHICAGO),10.25,0,zip-postal-code,60076,active
IL - (SKOKIE),11.25,0,zip-postal-code,60077,active
IL - (PALATINE),10,0,zip-postal-code,60078,active
IL - (WAUKEGAN),8.5,0,zip-postal-code,60079,active
IL - (FOX LAKE CENTRAL BD SP),8,0,zip-postal-code,60081,active
IL - (NORTHBROOK),10,0,zip-postal-code,60082,active
IL - (WAUKEGAN),8.5,0,zip-postal-code,60083,active
IL - (VOLO),8,0,zip-postal-code,60084,active
IL - (WAUKEGAN),8.5,0,zip-postal-code,60085,active
IL - (NORTH CHICAGO),7,0,zip-postal-code,60086,active
IL - (WAUKEGAN),8.5,0,zip-postal-code,60087,active
IL - (LAKE BLUFF),8,0,zip-postal-code,60088,active
IL - (ARLINGTON HEIGHTS),10,0,zip-postal-code,60089,active
IL - (ARLINGTON HEIGHTS),10,0,zip-postal-code,60090,active
IL - (SKOKIE),10.25,0,zip-postal-code,60091,active
IL - (NORTHFIELD),10,0,zip-postal-code,60093,active
IL - (PALATINE),10,0,zip-postal-code,60094,active
IL - (PALATINE),10,0,zip-postal-code,60095,active
IL - (REGIONAL TRANSPORT. AUTHORITY (RTA)),7,0,zip-postal-code,60096,active
IL - (REGIONAL TRANSPORT. AUTHORITY (RTA)),7,0,zip-postal-code,60097,active
IL - (LAKEWOOD),8,0,zip-postal-code,60098,active
IL - (WAUKEGAN),8.5,0,zip-postal-code,60099,active
IL - (ADDISON),8.25,0,zip-postal-code,60101,active
IL - (CARPENTERSVILLE),9,0,zip-postal-code,60102,active
IL - (ELGIN),10.5,0,zip-postal-code,60103,active
IL - (REGIONAL TRANSPORT. AUTHORITY (RTA)),10.5,0,zip-postal-code,60104,active
IL - (BENSENVILLE),8,0,zip-postal-code,60105,active
IL - (BENSENVILLE),10,0,zip-postal-code,60106,active
IL - (BARTLETT),10,0,zip-postal-code,60107,active
IL - (BLOOMINGDALE/INDIAN LAKES RESORT),8.5,0,zip-postal-code,60108,active
IL - (BURLINGTON),7,0,zip-postal-code,60109,active
IL - (CARPENTERSVILLE),9,0,zip-postal-code,60110,active
IL - (DEKALB),6.25,0,zip-postal-code,60111,active
IL - (DEKALB),8,0,zip-postal-code,60112,active
IL - (CRESTON),6.25,0,zip-postal-code,60113,active
IL - (DEKALB),8,0,zip-postal-code,60115,active
IL - (CAROL STREAM),8,0,zip-postal-code,60116,active
IL - (BLOOMINGDALE),7.5,0,zip-postal-code,60117,active
IL - (EAST DUNDEE),11,0,zip-postal-code,60118,active
IL - (ELBURN),8,0,zip-postal-code,60119,active
IL - (ELGIN),10.5,0,zip-postal-code,60120,active
IL - (ELGIN),8.5,0,zip-postal-code,60121,active
IL - (CAROL STREAM),8,0,zip-postal-code,60122,active
IL - (ELGIN),8.5,0,zip-postal-code,60123,active
IL - (ELGIN),8.5,0,zip-postal-code,60124,active
IL - (BERKELEY),10,0,zip-postal-code,60126,active
IL - (CAROL STREAM),8,0,zip-postal-code,60128,active
IL - (DEKALB),6.25,0,zip-postal-code,60129,active
IL - (FOREST PARK),10,0,zip-postal-code,60130,active
IL - (CHICAGO),10.25,0,zip-postal-code,60131,active
IL - (CAROL STREAM),8,0,zip-postal-code,60132,active
IL - (HANOVER PARK),10,0,zip-postal-code,60133,active
